weekNum,gameTimeEastern,homeID,homeTeam,visitorID,visitorTeam
8,10/30/2011 16:15:00,SEA,Seahawks,CIN,Bengals
8,10/30/2011 16:15:00,SF,49ers,CLE,Browns
8,10/30/2011 16:15:00,PIT,Steelers,NE,Patriots
8,10/30/2011 20:20:00,PHI,Eagles,DAL,Cowboys
8,10/31/2011 20:30:00,KC,Chiefs,SD,Chargers
9,11/6/2011 13:00:00,HOU,Texans,CLE,Browns
9,11/6/2011 13:00:00,WAS,Redskins,SF,49ers
9,11/6/2011 13:00:00,NO,Saints,TB,Buccaneers
9,11/6/2011 13:00:00,KC,Chiefs,MIA,Dolphins
9,11/6/2011 13:00:00,IND,Colts,ATL,Falcons
9,11/6/2011 13:00:00,DAL,Cowboys,SEA,Seahawks
9,11/6/2011 13:00:00,BUF,Bills,NYJ,Jets
9,11/6/2011 16:05:00,TEN,Titans,CIN,Bengals
9,11/6/2011 16:05:00,OAK,Raiders,DEN,Broncos
9,11/6/2011 16:15:00,NE,Patriots,NYG,Giants
9,11/6/2011 16:15:00,ARI,Cardinals,STL,Rams
9,11/6/2011 16:15:00,SD,Chargers,GB,Packers
9,11/6/2011 20:20:00,PIT,Steelers,BAL,Ravens
9,11/7/2011 20:30:00,PHI,Eagles,CHI,Bears
10,11/10/2011 20:20:00,SD,Chargers,OAK,Raiders
10,11/13/2011 13:00:00,CAR,Panthers,TEN,Titans
10,11/13/2011 13:00:00,TB,Buccaneers,HOU,Texans
10,11/13/2011 13:00:00,PHI,Eagles,ARI,Cardinals
10,11/13/2011 13:00:00,MIA,Dolphins,WAS,Redskins
10,11/13/2011 13:00:00,KC,Chiefs,DEN,Broncos
10,11/13/2011 13:00:00,IND,Colts,JAX,Jaguars
10,11/13/2011 13:00:00,DAL,Cowboys,BUF,Bills
10,11/13/2011 13:00:00,CLE,Browns,STL,Rams
10,11/13/2011 13:00:00,CIN,Bengals,PIT,Steelers
10,11/13/2011 13:00:00,CHI,Bears,DET,Lions
10,11/13/2011 13:00:00,ATL,Falcons,NO,Saints
10,11/13/2011 16:05:00,SEA,Seahawks,BAL,Ravens
10,11/13/2011 16:15:00,SF,49ers,NYG,Giants
10,11/13/2011 20:20:00,NYJ,Jets,NE,Patriots
10,11/14/2011 20:30:00,GB,Packers,MIN,Vikings
11,11/17/2011 20:20:00,DEN,Broncos,NYJ,Jets
11,11/20/2011 13:00:00,BAL,Ravens,CIN,Bengals
11,11/20/2011 13:00:00,WAS,Redskins,DAL,Cowboys
11,11/20/2011 13:00:00,MIN,Vikings,OAK,Raiders
11,11/20/2011 13:00:00,MIA,Dolphins,BUF,Bills
11,11/20/2011 13:00:00,GB,Packers,TB,Buccaneers
11,11/20/2011 13:00:00,DET,Lions,CAR,Panthers
11,11/20/2011 13:00:00,CLE,Browns,JAX,Jaguars
11,11/20/2011 13:00:00,ATL,Falcons,TEN,Titans
11,11/20/2011 16:05:00,STL,Rams,SEA,Seahawks
11,11/20/2011 16:05:00,SF,49ers,ARI,Cardinals
11,11/20/2011 16:15:00,CHI,Bears,SD,Chargers
11,11/20/2011 20:20:00,NYG,Giants,PHI,Eagles
11,11/21/2011 20:30:00,NE,Patriots,KC,Chiefs
12,11/24/2011 12:30:00,DET,Lions,GB,Packers
12,11/24/2011 16:15:00,DAL,Cowboys,MIA,Dolphins
12,11/24/2011 20:20:00,BAL,Ravens,SF,49ers
12,11/27/2011 13:00:00,JAX,Jaguars,HOU,Texans
12,11/27/2011 13:00:00,NYJ,Jets,BUF,Bills
12,11/27/2011 13:00:00,STL,Rams,ARI,Cardinals
12,11/27/2011 13:00:00,IND,Colts,CAR,Panthers
12,11/27/2011 13:00:00,TEN,Titans,TB,Buccaneers
12,11/27/2011 13:00:00,CIN,Bengals,CLE,Browns
12,11/27/2011 13:00:00,ATL,Falcons,MIN,Vikings
12,11/27/2011 16:05:00,OAK,Raiders,CHI,Bears
12,11/27/2011 16:05:00,SEA,Seahawks,WAS,Redskins
12,11/27/2011 16:15:00,PHI,Eagles,NE,Patriots
12,11/27/2011 16:15:00,SD,Chargers,DEN,Broncos
12,11/27/2011 20:20:00,KC,Chiefs,PIT,Steelers
12,11/28/2011 20:30:00,NO,Saints,NYG,Giants
13,12/1/2011 20:20:00,SEA,Seahawks,PHI,Eagles
13,12/4/2011 13:00:00,BUF,Bills,TEN,Titans
13,12/4/2011 13:00:00,HOU,Texans,ATL,Falcons
13,12/4/2011 13:00:00,WAS,Redskins,NYJ,Jets
13,12/4/2011 13:00:00,TB,Buccaneers,CAR,Panthers
13,12/4/2011 13:00:00,PIT,Steelers,CIN,Bengals
13,12/4/2011 13:00:00,NO,Saints,DET,Lions
13,12/4/2011 13:00:00,MIA,Dolphins,OAK,Raiders
13,12/4/2011 13:00:00,CLE,Browns,BAL,Ravens
13,12/4/2011 13:00:00,CHI,Bears,KC,Chiefs
13,12/4/2011 16:05:00,MIN,Vikings,DEN,Broncos
13,12/4/2011 16:15:00,SF,49ers,STL,Rams
13,12/4/2011 16:15:00,ARI,Cardinals,DAL,Cowboys
13,12/4/2011 16:15:00,NYG,Giants,GB,Packers
13,12/4/2011 20:20:00,NE,Patriots,IND,Colts
13,12/5/2011 20:30:00,JAX,Jaguars,SD,Chargers
14,12/8/2011 20:20:00,PIT,Steelers,CLE,Browns
14,12/11/2011 13:00:00,CIN,Bengals,HOU,Texans
14,12/11/2011 13:00:00,BAL,Ravens,IND,Colts
14,12/11/2011 13:00:00,JAX,Jaguars,TB,Buccaneers
14,12/11/2011 13:00:00,CAR,Panthers,ATL,Falcons
14,12/11/2011 13:00:00,WAS,Redskins,NE,Patriots
14,12/11/2011 13:00:00,NYJ,Jets,KC,Chiefs
14,12/11/2011 13:00:00,MIA,Dolphins,PHI,Eagles
14,12/11/2011 13:00:00,TEN,Titans,NO,Saints
14,12/11/2011 13:00:00,GB,Packers,OAK,Raiders
14,12/11/2011 13:00:00,DET,Lions,MIN,Vikings
14,12/11/2011 16:05:00,DEN,Broncos,CHI,Bears
14,12/11/2011 16:05:00,ARI,Cardinals,SF,49ers
14,12/11/2011 16:15:00,SD,Chargers,BUF,Bills
14,12/11/2011 20:20:00,DAL,Cowboys,NYG,Giants
14,12/12/2011 20:30:00,SEA,Seahawks,STL,Rams
15,12/15/2011 20:20:00,ATL,Falcons,JAX,Jaguars
15,12/17/2011 20:20:00,TB,Buccaneers,DAL,Cowboys
15,12/18/2011 13:00:00,HOU,Texans,CAR,Panthers
15,12/18/2011 13:00:00,NYG,Giants,WAS,Redskins
15,12/18/2011 13:00:00,MIN,Vikings,NO,Saints
15,12/18/2011 13:00:00,STL,Rams,CIN,Bengals
15,12/18/2011 13:00:00,KC,Chiefs,GB,Packers
15,12/18/2011 13:00:00,IND,Colts,TEN,Titans
15,12/18/2011 13:00:00,CHI,Bears,SEA,Seahawks
15,12/18/2011 13:00:00,BUF,Bills,MIA,Dolphins
15,12/18/2011 16:05:00,OAK,Raiders,DET,Lions
15,12/18/2011 16:15:00,ARI,Cardinals,CLE,Browns
15,12/18/2011 16:15:00,PHI,Eagles,NYJ,Jets
15,12/18/2011 16:15:00,DEN,Broncos,NE,Patriots
15,12/18/2011 20:20:00,SD,Chargers,BAL,Ravens
15,12/19/2011 20:30:00,SF,49ers,PIT,Steelers
16,12/22/2011 20:20:00,IND,Colts,HOU,Texans
16,12/24/2011 13:00:00,BUF,Bills,DEN,Broncos
16,12/24/2011 13:00:00,CAR,Panthers,TB,Buccaneers
16,12/24/2011 13:00:00,WAS,Redskins,MIN,Vikings
16,12/24/2011 13:00:00,PIT,Steelers,STL,Rams
16,12/24/2011 13:00:00,NYJ,Jets,NYG,Giants
16,12/24/2011 13:00:00,NE,Patriots,MIA,Dolphins
16,12/24/2011 13:00:00,KC,Chiefs,OAK,Raiders
16,12/24/2011 13:00:00,TEN,Titans,JAX,Jaguars
16,12/24/2011 13:00:00,CIN,Bengals,ARI,Cardinals
16,12/24/2011 13:00:00,BAL,Ravens,CLE,Browns
16,12/24/2011 16:05:00,DET,Lions,SD,Chargers
16,12/24/2011 16:15:00,DAL,Cowboys,PHI,Eagles
16,12/24/2011 16:15:00,SEA,Seahawks,SF,49ers
16,12/25/2011 20:20:00,GB,Packers,CHI,Bears
16,12/26/2011 20:30:00,NO,Saints,ATL,Falcons
17,1/1/2012 13:00:00,NO,Saints,CAR,Panthers
17,1/1/2012 13:00:00,NYG,Giants,DAL,Cowboys
17,1/1/2012 13:00:00,PHI,Eagles,WAS,Redskins
17,1/1/2012 13:00:00,JAX,Jaguars,IND,Colts
17,1/1/2012 13:00:00,HOU,Texans,TEN,Titans
17,1/1/2012 13:00:00,NE,Patriots,BUF,Bills
17,1/1/2012 13:00:00,MIN,Vikings,CHI,Bears
17,1/1/2012 13:00:00,MIA,Dolphins,NYJ,Jets
17,1/1/2012 13:00:00,STL,Rams,SF,49ers
17,1/1/2012 13:00:00,GB,Packers,DET,Lions
17,1/1/2012 13:00:00,CLE,Browns,PIT,Steelers
17,1/1/2012 13:00:00,CIN,Bengals,BAL,Ravens
17,1/1/2012 13:00:00,ATL,Falcons,TB,Buccaneers
17,1/1/2012 16:15:00,DEN,Broncos,KC,Chiefs
17,1/1/2012 16:15:00,OAK,Raiders,SD,Chargers
17,1/1/2012 16:15:00,ARI,Cardinals,SEA,Seahawks
